Title,URL
"Lincolnwood, IL Office, Industrial for Lease - 7080 N Mccormick Blvd",https://www.loopnet.com/Listing/7080-N-Mccormick-Blvd-Lincolnwood-IL/15968397/
"Medford, NY Industrial for Lease - Long Island Expy",https://www.loopnet.com/Listing/Long-Island-Expy-Medford-NY/32096411/
"Medford, NY Industrial for Lease - 645 National Blvd",https://www.loopnet.com/Listing/645-National-Blvd-Medford-NY/32083221/
"Islandia, NY Industrial for Lease - Old Nichols Commerce Ctr",https://www.loopnet.com/Listing/Old-Nichols-Commerce-Ctr-Islandia-NY/26714234/
"Las Vegas, NV Industrial for Lease - 2327 N Nellis Blvd",https://www.loopnet.com/Listing/2327-N-Nellis-Blvd-Las-Vegas-NV/26992282/
"Fort Lauderdale, FL Industrial for Lease - 6500 N Powerline Rd",https://www.loopnet.com/Listing/6500-N-Powerline-Rd-Fort-Lauderdale-FL/17577172/
"Las Vegas, NV Industrial for Lease - 5005 E North Belt Rd",https://www.loopnet.com/Listing/5005-E-North-Belt-Rd-Las-Vegas-NV/25221161/
"Las Vegas, NV Industrial for Lease - 8420 N Terryl B Adams St",https://www.loopnet.com/Listing/8420-N-Terryl-B-Adams-St-Las-Vegas-NV/20848538/
"Hialeah, FL Industrial for Lease - 9535 NW 174th St",https://www.loopnet.com/Listing/9535-NW-174th-St-Hialeah-FL/25149661/
"Hayward, CA Industrial for Lease - 3636 Enterprise Ave",https://www.loopnet.com/Listing/3636-Enterprise-Ave-Hayward-CA/24433511/
"San Antonio, TX Office, Industrial for Lease - 1228 Cornerway Blvd",https://www.loopnet.com/Listing/1228-Cornerway-Blvd-San-Antonio-TX/24815681/
"Houston, TX Office, Industrial for Lease - 3401 Navigation Blvd",https://www.loopnet.com/Listing/3401-Navigation-Blvd-Houston-TX/24582849/
"West Sacramento, CA Office, Industrial for Lease - 1500 Overland Ct",https://www.loopnet.com/Listing/1500-Overland-Ct-West-Sacramento-CA/24326039/
"Greenwood, IN Office, Industrial for Lease - 650 Commerce Parkway East Dr",https://www.loopnet.com/Listing/650-Commerce-Parkway-East-Dr-Greenwood-IN/24319139/
"La Mirada, CA Office, Industrial for Lease - 15910-15912 Valley View Ave",https://www.loopnet.com/Listing/15910-15912-Valley-View-Ave-La-Mirada-CA/22218592/
"Rochester, MN Industrial for Lease - 2900 37th St",https://www.loopnet.com/Listing/2900-37th-St-Rochester-MN/21539266/
"Avenel, NJ Industrial for Lease - 1289 Rahway Ave",https://www.loopnet.com/Listing/1289-Rahway-Ave-Avenel-NJ/21301796/
"Santa Fe Springs, CA Industrial for Lease - 8731 & 8741 Pioneer Blvd",https://www.loopnet.com/Listing/8731-8741-Pioneer-Blvd-Santa-Fe-Springs-CA/18349140/
"Fresno, CA Office, Industrial for Lease - 1931 G St",https://www.loopnet.com/Listing/1931-G-St-Fresno-CA/17702172/
"East Rancho Dominguez, CA Office, Industrial for Lease - 19201 S Reyes Ave",https://www.loopnet.com/Listing/19201-S-Reyes-Ave-East-Rancho-Dominguez-CA/16189592/
"Camden, NJ Industrial for Lease - 300 Jefferson St",https://www.loopnet.com/Listing/300-Jefferson-St-Camden-NJ/30885363/
"North Charleston, SC Multiple Space Uses for Lease - 5965 Core Rd",https://www.loopnet.com/Listing/5965-Core-Rd-North-Charleston-SC/21897876/
"City Of Industry, CA Office, Industrial for Lease - 2690 Pellissier Pl",https://www.loopnet.com/Listing/2690-Pellissier-Pl-City-Of-Industry-CA/31060662/
"Camden, NJ Industrial for Lease - 332 S 17th St",https://www.loopnet.com/Listing/332-S-17th-St-Camden-NJ/29866589/
"Dayton, TX Industrial for Lease - 4445 Highway 90 W",https://www.loopnet.com/Listing/4445-Highway-90-W-Dayton-TX/26720489/
"Fort Myers, FL Office, Industrial for Lease - 16200 Ben Hill Griffin Pky",https://www.loopnet.com/Listing/16200-Ben-Hill-Griffin-Pky-Fort-Myers-FL/25836608/
"Winlock, WA Industrial for Lease - EQT Exeter I-5 Gateway",https://www.loopnet.com/Listing/EQT-Exeter-I-5-Gateway-Winlock-WA/25003643/
"Memphis, TN Office, Industrial for Lease - 4430-4444 Delp St",https://www.loopnet.com/Listing/4430-4444-Delp-St-Memphis-TN/24947692/
"Spotswood, NJ Industrial for Lease - 85 Main St",https://www.loopnet.com/Listing/85-Main-St-Spotswood-NJ/27192664/
"Bloomington, CA Industrial for Lease - 3370 Enterprise Dr",https://www.loopnet.com/Listing/3370-Enterprise-Dr-Bloomington-CA/31128530/
"Hazleton, PA Industrial for Lease - 100 E Diamond Ave",https://www.loopnet.com/Listing/100-E-Diamond-Ave-Hazleton-PA/31115628/
"Portland, OR Office, Industrial for Lease - 6433 SE Lake Rd",https://www.loopnet.com/Listing/6433-SE-Lake-Rd-Portland-OR/28315555/
"Franklin Park, IL Office, Industrial for Lease - 11608 Copenhagen Ct",https://www.loopnet.com/Listing/11608-Copenhagen-Ct-Franklin-Park-IL/26930650/
"Verdi, NV Industrial for Lease - 8700 Boomtown Garson Rd",https://www.loopnet.com/Listing/8700-Boomtown-Garson-Rd-Verdi-NV/24578399/
"Verdi, NV Industrial for Lease - 8800 Boomtown Garson Rd",https://www.loopnet.com/Listing/8800-Boomtown-Garson-Rd-Verdi-NV/24578344/
"Stockton, CA Industrial for Lease - 6440 E Mariposa Rd",https://www.loopnet.com/Listing/6440-E-Mariposa-Rd-Stockton-CA/22153802/
"Winston-Salem, NC Industrial for Lease - 00 Wallburg Rd",https://www.loopnet.com/Listing/00-Wallburg-Rd-Winston-Salem-NC/22096518/
"West Sacramento, CA Industrial for Lease - 3520 Carlin Dr",https://www.loopnet.com/Listing/3520-Carlin-Dr-West-Sacramento-CA/29904275/
"Santa Rosa, CA Industrial for Lease - Brickway Boulevard & Copperhill Parkway",https://www.loopnet.com/Listing/Brickway-Boulevard-Copperhill-Parkway-Santa-Rosa-CA/28638963/
"Stockton, CA Industrial for Lease - 6401 S Austin Rd",https://www.loopnet.com/Listing/6401-S-Austin-Rd-Stockton-CA/25265974/
"Passaic, NJ Industrial for Lease - 90 Dayton Ave",https://www.loopnet.com/Listing/90-Dayton-Ave-Passaic-NJ/17101257/
"Tinton Falls, NJ Flex, Industrial for Lease - 1850 Wayside Rd",https://www.loopnet.com/Listing/1850-Wayside-Rd-Tinton-Falls-NJ/33464296/
"Kearny, NJ Industrial for Lease - 936 Harrison Ave",https://www.loopnet.com/Listing/936-Harrison-Ave-Kearny-NJ/33408931/
"Spanish Fork, UT Industrial for Lease - 2700 N Main St",https://www.loopnet.com/Listing/2700-N-Main-St-Spanish-Fork-UT/31941142/
"Louisville, KY Industrial for Lease - 6707 Enterprise Dr",https://www.loopnet.com/Listing/6707-Enterprise-Dr-Louisville-KY/31218946/
"Mount Olive, NJ Industrial for Lease - 2000 International Dr",https://www.loopnet.com/Listing/2000-International-Dr-Mount-Olive-NJ/30970363/
"Carlstadt, NJ Industrial for Lease - 400 Commerce Blvd",https://www.loopnet.com/Listing/400-Commerce-Blvd-Carlstadt-NJ/28378046/
"Fort Worth, TX Industrial for Lease - 2200-2300 SE Loop 820 Hwy",https://www.loopnet.com/Listing/2200-2300-SE-Loop-820-Hwy-Fort-Worth-TX/26781755/
"Houston, TX Flex, Industrial for Lease - 10010 W Sam Houston Pky S",https://www.loopnet.com/Listing/10010-W-Sam-Houston-Pky-S-Houston-TX/24448142/
"Brookshire, TX Industrial for Lease - 2062 Woods Road",https://www.loopnet.com/Listing/2062-Woods-Road-Brookshire-TX/24229670/
"Fort Worth, TX Industrial for Lease - 4908 Vesta Farley Rd",https://www.loopnet.com/Listing/4908-Vesta-Farley-Rd-Fort-Worth-TX/22625441/
"Summerville, SC Industrial for Lease - 1116 Business Park Rd",https://www.loopnet.com/Listing/1116-Business-Park-Rd-Summerville-SC/33536688/
"Fort Worth, TX Flex, Industrial for Lease - 2402-2404 Blue Smoke Ct",https://www.loopnet.com/Listing/2402-2404-Blue-Smoke-Ct-Fort-Worth-TX/33301824/
"Rosenberg, TX Industrial for Lease - 2493 Patton Rd",https://www.loopnet.com/Listing/2493-Patton-Rd-Rosenberg-TX/31652366/
"Oakland Park, FL Industrial for Lease - 3600 NE 4th Ave",https://www.loopnet.com/Listing/3600-NE-4th-Ave-Oakland-Park-FL/31575857/
"Mount Vernon, NY Industrial for Lease - 250 E Sandford Blvd",https://www.loopnet.com/Listing/250-E-Sandford-Blvd-Mount-Vernon-NY/30792164/
"Fuquay Varina, NC Industrial for Lease - 1001 Bridge St",https://www.loopnet.com/Listing/1001-Bridge-St-Fuquay-Varina-NC/26526489/
"Southampton, NY Industrial for Lease - 8 Leecon Ct",https://www.loopnet.com/Listing/8-Leecon-Ct-Southampton-NY/25972619/
"Clifton, NJ Industrial for Lease - 300 Colfax Ave",https://www.loopnet.com/Listing/300-Colfax-Ave-Clifton-NJ/23329949/
"Newton, MA Multiple Space Uses for Lease - 77 Rowe St",https://www.loopnet.com/Listing/77-Rowe-St-Newton-MA/29822552/
"Perris, CA Industrial for Lease - 4400 Patterson Ave",https://www.loopnet.com/Listing/4400-Patterson-Ave-Perris-CA/29310939/
"Edgewater Park, NJ Industrial for Lease - 4259 US-130",https://www.loopnet.com/Listing/4259-US-130-Edgewater-Park-NJ/28221812/
"Shalersville, OH Industrial for Lease - Turnpike Commerce Center",https://www.loopnet.com/Listing/Turnpike-Commerce-Center-Shalersville-OH/26139371/
"Riverside, CA Office, Industrial for Lease - 14600 Innovation Dr",https://www.loopnet.com/Listing/14600-Innovation-Dr-Riverside-CA/18290129/
"Long Beach, CA Industrial for Lease - 3833 McGowen St",https://www.loopnet.com/Listing/3833-McGowen-St-Long-Beach-CA/32908484/
"Orlando, FL Multiple Space Uses for Lease - 7600 Southland Blvd",https://www.loopnet.com/Listing/7600-Southland-Blvd-Orlando-FL/24812388/
"Signal Hill, CA Industrial for Lease - 2665 Temple Ave",https://www.loopnet.com/Listing/2665-Temple-Ave-Signal-Hill-CA/21874721/
"Braselton, GA Office, Industrial for Lease - 1075 Highway 124",https://www.loopnet.com/Listing/1075-Highway-124-Braselton-GA/27441969/
"Bronx, NY Multiple Space Uses for Lease - 2505 Bruckner Blvd",https://www.loopnet.com/Listing/2505-Bruckner-Blvd-Bronx-NY/29470596/
"Berkeley Township, NJ Multiple Space Uses for Lease - 1 Fedornak Fwy",https://www.loopnet.com/Listing/1-Fedornak-Fwy-Berkeley-Township-NJ/26322688/
"Palmetto, GA Industrial for Lease - 7995 Bowen Road",https://www.loopnet.com/Listing/7995-Bowen-Road-Palmetto-GA/26110283/
"Croydon, PA Industrial for Lease - 120 Phyllis Dr",https://www.loopnet.com/Listing/120-Phyllis-Dr-Croydon-PA/24982624/
"San Antonio, TX Industrial for Lease - 542 SE Loop 410",https://www.loopnet.com/Listing/542-SE-Loop-410-San-Antonio-TX/24979903/
"Kingwood, TX Multiple Space Uses for Lease - 22001 Northpark Dr",https://www.loopnet.com/Listing/22001-Northpark-Dr-Kingwood-TX/24570788/
"Waretown, NJ Flex, Industrial for Lease - 310 Route 9",https://www.loopnet.com/Listing/310-Route-9-Waretown-NJ/33087896/
"Morrisville, PA Industrial for Lease - 1501 S Pennsylvania Ave",https://www.loopnet.com/Listing/1501-S-Pennsylvania-Ave-Morrisville-PA/32198014/
"Morrow, GA Industrial for Lease - 1791 Mount Zion Rd",https://www.loopnet.com/Listing/1791-Mount-Zion-Rd-Morrow-GA/30520913/
"Chula Vista, CA Industrial for Lease - Heritage Rd",https://www.loopnet.com/Listing/Heritage-Rd-Chula-Vista-CA/30473936/
"Lancaster, TX Industrial for Lease - Pinto Rd & Pleasant Run Rd",https://www.loopnet.com/Listing/Pinto-Rd-Pleasant-Run-Rd-Lancaster-TX/30347352/
"Saint Paul, MN Industrial for Lease - 2327 Wycliff St",https://www.loopnet.com/Listing/2327-Wycliff-St-Saint-Paul-MN/29704982/
"Pittsburgh, PA Industrial for Lease - 112 Technology Dr",https://www.loopnet.com/Listing/112-Technology-Dr-Pittsburgh-PA/29694229/
"Langhorne, PA Industrial for Lease - 900 Wheeler Way",https://www.loopnet.com/Listing/900-Wheeler-Way-Langhorne-PA/29442677/
"Orlando, FL Industrial for Lease - 335 Central Florida Pky",https://www.loopnet.com/Listing/335-Central-Florida-Pky-Orlando-FL/29023787/
"Charlotte, NC Industrial for Lease - 8301 Old Dowd Rd",https://www.loopnet.com/Listing/8301-Old-Dowd-Rd-Charlotte-NC/27586996/
"Forney, TX Industrial for Lease - 13991 US HWY 80",https://www.loopnet.com/Listing/13991-US-HWY-80-Forney-TX/26771463/
"Winchester, VA Industrial for Lease - 310 Tyson Dr",https://www.loopnet.com/Listing/310-Tyson-Dr-Winchester-VA/26434197/
"Bordentown, NJ Industrial for Lease - 201 Elizabeth St",https://www.loopnet.com/Listing/201-Elizabeth-St-Bordentown-NJ/26416443/
"Mccordsville, IN Industrial for Lease - 5670 Aurora Way",https://www.loopnet.com/Listing/5670-Aurora-Way-Mccordsville-IN/24885037/
"Tucker, GA Office, Industrial for Lease - 4660 Hammermill Rd",https://www.loopnet.com/Listing/4660-Hammermill-Rd-Tucker-GA/24674306/
"Waller, TX Industrial for Lease - 1000-1600 Alegacy Pl",https://www.loopnet.com/Listing/1000-1600-Alegacy-Pl-Waller-TX/22382382/
"West Sacramento, CA Industrial for Lease - 2925 Ramco St",https://www.loopnet.com/Listing/2925-Ramco-St-West-Sacramento-CA/21907149/
"Buckeye, AZ Industrial for Lease - 440 N 215th Ave",https://www.loopnet.com/Listing/440-N-215th-Ave-Buckeye-AZ/20233005/
"Linden, NJ Industrial for Lease - Tremley Point Rd",https://www.loopnet.com/Listing/Tremley-Point-Rd-Linden-NJ/18523531/
"Hayward, CA Office, Industrial for Lease - 31259 Wiegman Rd",https://www.loopnet.com/Listing/31259-Wiegman-Rd-Hayward-CA/17272003/
"Dallas, TX Industrial for Lease - 3510 Pipestone Rd",https://www.loopnet.com/Listing/3510-Pipestone-Rd-Dallas-TX/17059048/
"Linden, NJ Industrial for Lease - 1135 W Elizabeth Ave",https://www.loopnet.com/Listing/1135-W-Elizabeth-Ave-Linden-NJ/32870510/
"Tempe, AZ Industrial for Lease - 2414 W 14th St",https://www.loopnet.com/Listing/2414-W-14th-St-Tempe-AZ/32410546/
"Fuquay Varina, NC Industrial for Lease - 1730 Five Points Ln",https://www.loopnet.com/Listing/1730-Five-Points-Ln-Fuquay-Varina-NC/31350266/
"Chula Vista, CA Industrial for Lease - 2360 Boswell Rd",https://www.loopnet.com/Listing/2360-Boswell-Rd-Chula-Vista-CA/30737464/
"Avondale, AZ Industrial for Lease - 1466 N Eliseo C. Felix Jr Way",https://www.loopnet.com/Listing/1466-N-Eliseo-C-Felix-Jr-Way-Avondale-AZ/29113186/
"Shreveport, LA Industrial for Lease - 5001 Greenwood Rd",https://www.loopnet.com/Listing/5001-Greenwood-Rd-Shreveport-LA/26508740/
"Douglasville, GA Multiple Space Uses for Lease - 7600 Wood Rd",https://www.loopnet.com/Listing/7600-Wood-Rd-Douglasville-GA/26386511/
"Saddle Brook, NJ Industrial for Lease - 567-575 N Midland Ave",https://www.loopnet.com/Listing/567-575-N-Midland-Ave-Saddle-Brook-NJ/24880842/
"Carlsbad, CA Industrial for Lease - 2864 Whiptail Loop E",https://www.loopnet.com/Listing/2864-Whiptail-Loop-E-Carlsbad-CA/22932814/
"Meriden, CT Multiple Space Uses for Lease - 290 Pratt St",https://www.loopnet.com/Listing/290-Pratt-St-Meriden-CT/4202210/
"Elizabeth, NJ Industrial for Lease - 891 Newark Ave",https://www.loopnet.com/Listing/891-Newark-Ave-Elizabeth-NJ/33156031/
"Bedford, OH Industrial for Lease - 23371 Aurora Rd",https://www.loopnet.com/Listing/23371-Aurora-Rd-Bedford-OH/33125123/
"Teterboro, NJ Industrial for Lease - 1 Malcolm Ave",https://www.loopnet.com/Listing/1-Malcolm-Ave-Teterboro-NJ/32083488/
"Charlotte, NC Industrial for Lease - 4100 Meadow Oak Dr",https://www.loopnet.com/Listing/4100-Meadow-Oak-Dr-Charlotte-NC/31084505/
"Morrow, GA Industrial for Lease - 1791 Mount Zion Rd",https://www.loopnet.com/Listing/1791-Mount-Zion-Rd-Morrow-GA/30520913/
"Montclair, CA Industrial for Lease - Ramona Ave & Mission Blvd",https://www.loopnet.com/Listing/Ramona-Ave-Mission-Blvd-Montclair-CA/31158055/
"Santa Clara, CA Multiple Space Uses for Lease - 2910-2960 Scott Blvd",https://www.loopnet.com/Listing/2910-2960-Scott-Blvd-Santa-Clara-CA/32696094/
"Denton, TX Industrial for Lease - 3411 Mingo Rd",https://www.loopnet.com/Listing/3411-Mingo-Rd-Denton-TX/30918003/
"Denton, TX Industrial for Lease - Western Blvd",https://www.loopnet.com/Listing/Western-Blvd-Denton-TX/30638683/
"Austin, TX Office, Industrial for Lease - 8119 Exchange Dr",https://www.loopnet.com/Listing/8119-Exchange-Dr-Austin-TX/30483039/
"Orange, CA Industrial for Lease - 2442 N American Way",https://www.loopnet.com/Listing/2442-N-American-Way-Orange-CA/29744959/
"Surprise, AZ Industrial for Lease - 13290 W Sweetwater Ave",https://www.loopnet.com/Listing/13290-W-Sweetwater-Ave-Surprise-AZ/29187738/
"City Of Industry, CA Office, Industrial for Lease - 218 Machlin Ct",https://www.loopnet.com/Listing/218-Machlin-Ct-City-Of-Industry-CA/18317332/
"Crystal Lake, IL Office, Industrial for Lease - 8550 Ridgefield Rd",https://www.loopnet.com/Listing/8550-Ridgefield-Rd-Crystal-Lake-IL/33123347/
"Englewood, CO Office, Industrial for Lease - 10949 E Peakview Ave",https://www.loopnet.com/Listing/10949-E-Peakview-Ave-Englewood-CO/31049304/
"Conroe, TX Multiple Space Uses for Lease - 1030 Outpost Dr",https://www.loopnet.com/Listing/1030-Outpost-Dr-Conroe-TX/25351878/
"Pomona, CA Industrial for Lease - 3400-3406 Pomona Blvd",https://www.loopnet.com/Listing/3400-3406-Pomona-Blvd-Pomona-CA/17484676/
"Torrance, CA Flex, Industrial for Lease - 20100-20200 S Western Ave",https://www.loopnet.com/Listing/20100-20200-S-Western-Ave-Torrance-CA/16083017/
"Lawrence Township, NJ Industrial for Lease - 40 Enterprise Ave",https://www.loopnet.com/Listing/40-Enterprise-Ave-Lawrence-Township-NJ/27176702/
"Miami, FL Industrial for Lease - 2260 NW 27th Ave",https://www.loopnet.com/Listing/2260-NW-27th-Ave-Miami-FL/31695646/
"Phoenix, AZ Industrial for Lease - 3232 S 48th St",https://www.loopnet.com/Listing/3232-S-48th-St-Phoenix-AZ/33146406/
"Salem, OR Industrial for Lease - 1985-1995 16th St NE",https://www.loopnet.com/Listing/1985-1995-16th-St-NE-Salem-OR/30913652/
"Braselton, GA Industrial for Lease - Jessie Cronic Rd & I-85",https://www.loopnet.com/Listing/Jessie-Cronic-Rd-I-85-Braselton-GA/24333659/
"Sparks, NV Industrial for Lease - 7031 David Allen Pky",https://www.loopnet.com/Listing/7031-David-Allen-Pky-Sparks-NV/29210596/
"Sparks, NV Industrial for Lease - 7071 David Allen Pky",https://www.loopnet.com/Listing/7071-David-Allen-Pky-Sparks-NV/29210589/
"Braselton, GA Industrial for Lease - 11084 Lewis Braselton Blvd",https://www.loopnet.com/Listing/11084-Lewis-Braselton-Blvd-Braselton-GA/25951932/
"East Hanover, NJ Industrial for Lease - 31 Farinella Dr",https://www.loopnet.com/Listing/31-Farinella-Dr-East-Hanover-NJ/30818227/
"Corona, CA Industrial for Lease - 2565 Sampson Ave",https://www.loopnet.com/Listing/2565-Sampson-Ave-Corona-CA/32935572/
"Huntsville, AL Industrial for Lease - 400 Diamond Dr NW",https://www.loopnet.com/Listing/400-Diamond-Dr-NW-Huntsville-AL/30170047/
"Melbourne, FL Industrial for Lease - 2885 Electronics Dr",https://www.loopnet.com/Listing/2885-Electronics-Dr-Melbourne-FL/29519282/
"Tempe, AZ Office, Industrial for Lease - 910 W Carver Rd",https://www.loopnet.com/Listing/910-W-Carver-Rd-Tempe-AZ/28686611/
"Melbourne, FL Industrial for Lease - 2600 Aurora Rd",https://www.loopnet.com/Listing/2600-Aurora-Rd-Melbourne-FL/28450228/
"Pleasant View, UT Industrial for Lease - 3205 N Highway 89",https://www.loopnet.com/Listing/3205-N-Highway-89-Pleasant-View-UT/25350576/
"Aurora, CO Office, Industrial for Lease - 2470 Airport Blvd",https://www.loopnet.com/Listing/2470-Airport-Blvd-Aurora-CO/25143138/
"Hesperia, CA Industrial for Lease - 8130 Caliente Rd",https://www.loopnet.com/Listing/8130-Caliente-Rd-Hesperia-CA/24920246/
"Fort Pierce, FL Industrial for Lease - 700 S Kings Hwy",https://www.loopnet.com/Listing/700-S-Kings-Hwy-Fort-Pierce-FL/23203993/
"Mccordsville, IN Industrial for Lease - 5625 Enterprise Dr",https://www.loopnet.com/Listing/5625-Enterprise-Dr-Mccordsville-IN/23191062/
"Hillsborough, NJ Industrial for Lease - 315 Roycefield Rd",https://www.loopnet.com/Listing/315-Roycefield-Rd-Hillsborough-NJ/33140963/
"West Valley City, UT Industrial for Lease - 6845 W 5400 S",https://www.loopnet.com/Listing/6845-W-5400-S-West-Valley-City-UT/32480883/
"Tempe, AZ Industrial for Lease - 444 W Geneva Dr",https://www.loopnet.com/Listing/444-W-Geneva-Dr-Tempe-AZ/30338667/
"Orlando, FL Industrial for Lease - 11300 Space Blvd",https://www.loopnet.com/Listing/11300-Space-Blvd-Orlando-FL/28222126/
"Gilbert, AZ Industrial for Lease - 3380 S Power Rd",https://www.loopnet.com/Listing/3380-S-Power-Rd-Gilbert-AZ/27072564/
"Westborough, MA Industrial for Lease - 111 Milk St",https://www.loopnet.com/Listing/111-Milk-St-Westborough-MA/26537524/
"Berryville, VA Industrial for Lease - 418 Jack Enders Blvd",https://www.loopnet.com/Listing/418-Jack-Enders-Blvd-Berryville-VA/25894062/
"Indianapolis, IN Industrial for Lease - 2612 W Morris St",https://www.loopnet.com/Listing/2612-W-Morris-St-Indianapolis-IN/33511046/
"Mesa, AZ Industrial for Lease - 7303 S Hawes Rd",https://www.loopnet.com/Listing/7303-S-Hawes-Rd-Mesa-AZ/31343082/
"Reno, NV Industrial for Lease - 3010 Airway Dr",https://www.loopnet.com/Listing/3010-Airway-Dr-Reno-NV/27598605/
"Oakland, CA Industrial for Lease - 8380 Pardee Dr",https://www.loopnet.com/Listing/8380-Pardee-Dr-Oakland-CA/28498162/
"Englewood, NJ Industrial for Lease - 456 Nordhoff Pl",https://www.loopnet.com/Listing/456-Nordhoff-Pl-Englewood-NJ/23981919/
"Anaheim, CA Industrial for Lease - 3071 E Coronado St",https://www.loopnet.com/Listing/3071-E-Coronado-St-Anaheim-CA/26825287/
"Salt Lake City, UT Office, Industrial for Lease - 485 N Jimmy Doolittle Rd",https://www.loopnet.com/Listing/485-N-Jimmy-Doolittle-Rd-Salt-Lake-City-UT/26795055/
"Kent, WA Office, Industrial for Lease - 20024 85th Ave S",https://www.loopnet.com/Listing/20024-85th-Ave-S-Kent-WA/25570169/
"Apopka, FL Industrial for Lease - Wesley Rd",https://www.loopnet.com/Listing/Wesley-Rd-Apopka-FL/22535437/
"Daytona Beach, FL Industrial for Lease - 1516 State Ave",https://www.loopnet.com/Listing/1516-State-Ave-Daytona-Beach-FL/32583446/
"Anaheim, CA Industrial for Lease - 1198 N Kraemer Blvd",https://www.loopnet.com/Listing/1198-N-Kraemer-Blvd-Anaheim-CA/32237562/
"Maumelle, AR Industrial for Lease - 600 Sharkey Dr",https://www.loopnet.com/Listing/600-Sharkey-Dr-Maumelle-AR/30725289/
"Wellford, SC Industrial for Lease - 200 Fort Prince Rd",https://www.loopnet.com/Listing/200-Fort-Prince-Rd-Wellford-SC/30078067/
"San Diego, CA Industrial for Lease - 8888 Balboa Ave",https://www.loopnet.com/Listing/8888-Balboa-Ave-San-Diego-CA/29888116/
"Cypress, CA Industrial for Lease - 5757 Plaza Dr",https://www.loopnet.com/Listing/5757-Plaza-Dr-Cypress-CA/28282942/
"Fredericksburg, VA Industrial for Lease - 1045 Richmond Hwy",https://www.loopnet.com/Listing/1045-Richmond-Hwy-Fredericksburg-VA/27544145/
"Lebanon, TN Industrial for Lease - Hwy 109 | Lebanon Rd",https://www.loopnet.com/Listing/Hwy-109-Lebanon-Rd-Lebanon-TN/26722927/
